star,comment,lable
4,乍看一般，回味无穷，看完几个小时后还是震撼得直起鸡皮疙瘩。唐志军的苦苦追寻不仅是为了找到外星人，更是为了找到女儿自杀的答案，那一句“帮我问一下外星人，人类存在的意义是什么”让人瞬间眼眶湿润，他所不理解不原谅的，其实一直是他自己。最后孙一通手持金箍化羽而去时，老唐才明白，他追寻的答案不在外太空，不在宇宙深处，而在我们每一个人身体里，我们既是存在的谜题，也是谜题的答案。一开始我们每个人都以为自己是聪明的、清醒的，我们以一种戏谑的态度去观赏几个神经病的探索之旅，可是最后我哭了，因为我发现，我既没有晓晓那种既然把帐篷烧了，就干脆就再添把火取暖的随性与豁达，也没有老唐那种持之以恒、义无反顾的决心和勇气。这部电影是主创们送给所有理想主义者的诗歌，有梦真好，追梦真好，坚持吧，那只驴子或许就在不远处等你。,1
3,一开始提到抑郁症女儿自杀的时候，就知道最后落脚点一定会在“爱”上面。但没想到过程这么敷衍，四川之旅全程太拖沓（只有日食那段比较喜欢，奔跑中明明灭灭的野火，奇异鬼怪的卡丁车），山谷拍婚照的 couple 这段才草草一笔带过了主题。最后外星人说如果我们也不知道宇宙的意义呢，于是镜头转到了婚礼现场的致辞，告诉观众宇宙的意义是“爱”。拜托！太生硬了好吗？跟应试作文写答案似的。而且为啥要用“婚礼”、“婚纱照”这种意象来阐释爱呢？21世纪了，能不能拍得当代一点啊？谁现在还把进入婚姻当作宇宙的终极答案呢？坟墓还差不多…还有离婚的妻子，默默支持的女员工，一笔带过的女儿也像是父亲完成自我救赎的工具，太男本位了。不过民科还挺好玩的（我小时候也坚定不移相信外星人的存在，最爱看《世界未解之谜》，但这部片子找不到共鸣,0
5,你的镜头很晕，诗又很多，你到底是娄烨还是毕赣？（其实我觉得比娄烨和毕赣都好）（戴上孙一通的锅）,1
1,被评分骗了……,0
5,不要一直盯着太阳，也不要只追着眼前的胡萝卜,1
5,电波对上了，感觉好看！笑点都get到了，这还真是喜欢的人很喜欢，但是不会推荐的那种小众片子，与其说是科幻片不如说更像是文艺片和公路片的混合体，类似韦斯·安德森的电影，神经兮兮又有点浪漫（虽然表现手法完全不同）。看得出来致敬了很多电影，在成都的影院里看又增加了一丝奇妙感。,1
4,华语也有存在主义了。,1
4,"宇宙太大，留不住一心寻找外星人的父亲。
宇宙太小，让一个女儿对世界失去了好奇。",1
5,时间可以伸缩和折叠，唯独不能倒退。你的鹤发或许是我的童颜，而我一次呼吸能抵过你此生的岁月。,1
5,太壮阔了，无以言表！40'渐入佳境，80'叹为观止，120'泪流满面，160'恍如隔世…不曾如此贴近浩瀚星空，被它环抱；不曾如此触摸生命之弦，遁入五维幻境。瑕不掩瑜的科幻神作，刷新视觉的IMAX体验，观影前撒好尿，准备接受近三小时的泪腺洗礼。“爱是一种力量，让我们超越时空感知它的存在”-发自豆瓣App,1
5,我想给100颗星，这可能是我至今看过最令我震撼的电影了。到电影结束时候还不断流泪，奇迹不是因为有上帝 也不是有什么不可知的 某种力量，正是我们自己，人类不相信人类的力量把那些我们无可预知的奇迹都认为是上帝的功劳。若兰把我的世界观如此震撼人心的展现出来，我感觉我现在都激动得语无伦次了,1
5,"整场基本屏住呼吸,瞠目结舌,无话可说.在香港这么多年除了电影节我第一次碰见放映结束观众集体鼓掌的.去年看完Gravity我觉得太空科幻片已经拍到头了,然后Nolan大神把我这点眼界碾压得粉碎.三体迷不必再较真拍三体这事Nolan已经把后半部给拍了.",1
5,看完没人起立鼓掌，因为全跪着。,1
5,三体迷们不用担心电影版会拍的稀烂啦！章北海船长，面壁人希恩斯，高维碎片，青铜时代和万有引力舰太空大战，冬眠和星际航行，三体世界的荒芜，高维世界的样貌，云天明的童话，诺兰新作中一次性看完！#刚刚看完星际穿越interstellar，感觉自己萌萌哒#,1
5,非常理想化，所以显得很有种，没有公司敢让任何人拍这样的电影。致敬库布里克的镜头体现了导演的少女心。但有2001珠玉在前，我认为这部顶多和它并驾齐驱。诺兰尽其所能拍出了触手可及的科幻，硬核又充满人性，温情又隐含黑暗面，让人潸然泪下。“理想化”是不是削弱了剧本？大家保留各自意见吧。,1
5,天地玄黄，宇宙洪荒。英雄气笃，儿女情长。,1
5,2011年11月有《雨果》，2012年11月有《少年派的奇幻漂流》，2013年11月有《地心引力》，2014年11月有《星际穿越》，……前三部电影分别获得11、10、11项的奥斯卡提名，然后都拿下最佳摄影和最佳视觉效果奖，由此，我们可以预测《星际穿越》2015年的奥斯卡提名数和最佳摄影+视觉效果拿奖的可能性？……,1
4,以地球全部北京化（咦？）为背景的近未来硬科幻，对虫洞、重力和时间维度都有新颖的理解，刻画的浩瀚宇宙让人目眩。可惜诺兰的野心太大（真的是bigger than bigger！），而且把人性拔那么高，到最后就成太空神棍片了...,1
5,相比诺兰之前的片子，这部显得比较慢热。然而前两段的层层铺垫终于迎来了第三段主题呈现的水银泻地。Inception仅仅一笔带过的亲情成为了这部电影的核心母题。麦康纳和查斯坦的精湛演技，胶片IMAX呈现出的影像质感，实拍特效的震撼人心，平行剪辑的完美流畅，寂寞大叔创造性的管风琴配乐，神一样的诺兰,1
4,一边太空冒险，一边是通俗的情感戏。无论外表多硬科幻：虫洞、黑洞、太空冒险、多维空间……最核心的仍是亲情与爱。科学与理论其实都是为感情服务的，用很硬的外壳包裹最柔软的情感。也因为此，它不会是2001那样严肃伟大的科幻片，但却有更饱满的感情。包括那些泪点,1
5,"对我们来说二维空间就是一张纸，从纸的一端走到另一端最快的方式是把它折起来。
对五维生物来说三维空间也是一张纸，是可以折起来的。
他们不仅可以将三维空间折起来，对他们来说时间也是实体的存在。
根据相对论，黑洞附近的引力太大，时间会变慢，米勒星球1小时等于地球7年。
米勒星球的配乐《Mountains》有密集的滴答声，每滴答一次，地球上就过去了1天。
《星际穿越》的黑洞并不是随便做的，电影上映5年后NASA发布了一张黑洞的效果图，证明了《星际穿越》的黑洞模型是严谨而准确的。 
为了拍玉米地，诺兰真的种了一片玉米，拍完电影卖玉米还赚了钱。
为了拍五维空间，诺兰真的搭了一个五维空间的景。
也许100年后的人们看这部电影会比我们更加感到震撼，因为他们会发现这部电影很多设想都是对的。
奥斯卡欠《星际穿越》一个小金人。",1
5,安妮海瑟薇最后变成了谁？对了，女娲嘛。,1
5,诺兰的科幻片其实和传统意义上的「科幻片」不是一个体系。,1
5,世界上最遥远的距离，不是天涯海角，也不是生离死别，而是我就站在你书架的背后看着你成长老去，却只能孤独地玩着沙子和摩斯密码，顺便长生不老。,1
5,看哭了，哭的非常惨，从没想过一部电影能给我带来这样可怕的震撼；现在看完已经两个小时了，但深深印在脑海里的那些元素：诺兰的技巧，马修的演技，季默的配乐，以及亲情的最终命题，都让我的心脏又回到观影时的那种几乎炸裂的感觉。我觉得要很长时间才能缓过来了。,1
5,就是……看完这个片子……一出影厅……再看到走廊里其他电影海报……就觉得……它们都特别没意义……哈哈……,1
5,一个好geek是多么提高人类幸福度的存在：会写好剧本，会挑好演员，音乐品味也好。。一个好geek和一个好导演的合体。。于是有了这个野心勃勃主题里有细细密密的亲情的抓马科幻片。。只是小阿弗莱克和达蒙那两个设置也太鸡肋而且不讨喜了吧！（还是要打五星！,1
4,严格说，这不是一部太空电影，太空片之所以特殊，是因为它能打破伦理性视角，而从超越维度（宇宙论，宗教）重新把握人类社会。而诺兰的努力，则更近于用物理学之外的盲点，拔高人伦价值。这个观点借电影视听效果获得了情感上的保证。但也牺牲了形而上的深度。,1
5,等我死的时候替我烧一盘蓝光的,1
5,几近完美的观影体验。科幻的外衣下（这外衣真的很赞，特效技巧恰到好处，丝毫没有喧宾夺主），最可贵的是毫不做作、拒绝刻意煽情的剧情（No doubt！诺兰也有个baby girl）。演员阵容强悍（海瑟薇真的拼不过马修蜀黍。。），唯一的缺憾是，对于非nc粉前戏可能过长。另，如果有条件，请一定去imax！,1
5,我喜欢，如果人生是一个闭环的环形废墟，那么起点和终点就是爱和亲情在等待我们。,1
3,槽点缺点太多，尤其讨厌达蒙和阿弗莱克的段落以及相互对应的那段剪辑，拍得太笨拙生硬，但对接戏又是近年来最让我印象深刻的片段，配乐也是。| 2017重看减至三星,0
4,如果要给这部电影分级，我决定叫他逼级片。,1
4,致女儿书。全世界的导演都在解决时间问题，拍科幻片的诺兰更是。不管别人说好还是不好，它都值得你进电影院。这部诺兰电影有一个硬邦邦的外壳，内里却是软绵绵的情感。大半时间，它是缓慢的文艺片，一小部分是科幻恐怖片。因爱生忧，有爱不死。有人这么说。,1
5,朝阳大悦城10月12日晚10点半那场，4排嗑瓜子的某位中年男士，我诅咒你下辈子是一株向日葵。,1
5,极纯粹的情怀——对人类命运的关切，漂流星际的孤寂，对未来的希冀，沉淀在品质中有力而不彰的爱。人类高贵之时就应该这样生活，而不是像陷身泥沼一样在自己的义和罪，乐与苦中呢喃哭泣。气势磅薄的史诗，甚至是上主的史诗。后到教会我没法祷告，因为观影时虔诚已经耗尽；看完后我禁不住轻轻鼓掌。,1
3,相比镜头语言来说，诺兰的剧本还是总会有新意，把古人的“恍如隔世”完美演绎出来，和《未来学大会》一样，人类最无私的亲情又一次拯救了人类本身。不过比较遗憾的是，诺兰的科幻既硬不起来，只能大打煽情牌软科幻，可惜和他片中致敬的前辈相比还是相差千里。,0
4,这次烧脑的不是故事结构，而是星际穿越的理论，然后根据这些理论制造出来的视觉奇观，剧作结构依旧是诺兰常用的平行蒙太奇加速，最后的反转也算是回环式了。很传统的好莱坞类型片写作，细节和伏笔的运用上绝对是教科书式的级别，理论难不难懂倒不是重点，因为故事的内核始终是（父）爱。★★★★,1
5,居然看哭了3次我靠……,1
4,1. 丰富逼真的视觉细节，荧幕效果激动人心；2. 虫洞的视觉展示是里程碑性的，将永载影史；3. 机器人的造型和变形新颖富幽默感；4，大环境设置的现实主义和浪漫主义的结合；5. 对黑洞奇点的猜想和哲思高度明显差距库氏，却依然不乏亮点。任何仰望星空的科幻迷都应仔细观看。,1
4,人性与爱点亮洪荒，指明自我救赎。内核通俗且并不新颖，前有《超时空接触》，但诺兰处理得比其他作品优秀。基于现有的理论进行创新，一部很有野心也够完整的商业科幻片。地球上的戏以及家庭戏走得是早中期斯皮尔伯格的风格，熟悉无比，一直见血，直击泪点。进入黑洞后不太像是sci-fi，是fantasy。,1
5,情感力量高于一切宇宙哲学。,1
3,诺兰的瓶颈就是三观问题,0
5,能用知识解释的叫做科学，无法用语言形容的叫做爱。,1
5,心目中科幻片第一名多年来第一次易主！别名可以考虑《时间旅行者的女儿》。过虫洞的时候，没想到有黑洞，过了黑洞居然后面更精彩！没看到人脸时一听到那个口齿就知道是马修大叔！他背肌真好看啊！海瑟薇短发真是让人想抱大腿！各成分配比都恰到好处。真是棒极了！,1
4,4.5，70mm IMAX太棒。視覺壯麗，很久沒看到這樣格局宏大的硬科幻大片了。裡面說「可以穿越空間、時間的只有重力」。如果在後面加上一句還有愛，大概就是他的主軸了，可說諾蘭情感最豐沛的一次。其實結尾收法我自己沒有那麼喜歡，但見仁見智。,1
5,看了破球2。又想重温一下经典。拜托别拿破球来对比星际穿越，真的是侮辱星际穿越了,1
5,唯重力与爱不可辜负,1
5,诺兰从来没让人失望。先锋科技加上终极思考，用一惯一流的叙事情节串联起来。看他的电影，可以看见他思路的变化，从揭示人性到思考宇宙跟人类命运的宏大主题。非常好。,1
5,1.不论表演，诺兰兄弟编剧哥哥导演，基本上都是神作。2.马修麦康纳可以蝉联影帝。3.这是我活了26年看过得最牛逼的电影。可以像『2001太空漫游』一样成为影史里程碑。,1
5,近十来年最好的硬科幻电影。难能可贵的是诺兰在宏大苍凉的太空史诗背景下始终关注着人与人之间的情感，并且平衡得很完美~画面绝美，缺点是对反派心理刻画不足。狄兰的诗句和许多台词都引人入胜，Hans Zimmer配乐赞极，与画面结合，在影院数度落泪。该片几无漏洞，我唯一发现的就是时间悖论。（9.0/10）,1
5,这才是一部斯皮尔伯格看完会哭两小时的电影。,1
4,向来对这类科幻大片从不捧场，但当看到男主角跟长大的一对儿女视讯互诉的时候，突然坐在电影院里开始大飙泪。影片idea很棒，冷冰冰的机舱和银白色的浩瀚宇宙内核，是柔软的牵挂。结尾令我慰藉，男主角再次告别鹤发女儿重返荒凉星球。他去找她，她是另一个跟父亲失散的女儿。两个长生不老的孤独者相依。,1
4,还有个办法就是在地球上多造点休眠仓什么的，大家躺进去睡，等沙尘暴过去再起来，钻出来都是百岁老人，多欢乐,1
3,用最具超越性的东西来讲最容易超越的事情，诺兰根本不关心宇宙，探索与灾难一样是特技的载体，而情感又太矫情，爱不是人类发明的吗，如果它能有半点崇高还像不是，亲情高贵吗，如果无需量子数据验证或许是。毫无想象力的诺兰毫无理解力地用着迪兰托马斯，本应是良夜，奈何旅人俗气。,0
4,论理智或思想的超越性不如《2001》，论情感或精神的超越性不如《超时空接触》。堂堂一部电影总不至于要靠其配乐或者科学性来名垂影史吧。而配乐无疑过于饱满，很多时候越俎代庖，IMDb有网友吐槽说本片如果拿掉配乐就好比《生活大爆炸》不灌录笑声。另外反派马达的搞事也太失水准了吧。【泛洋】,1
5,无论从演员，画面，特效，音乐，人性的刻画，Emotionally connect to the character的程度，都把去年那部伪科幻Gravity爆出翔,1
2,最看不惯就是把诺兰捧到天上的，就这点花俏的叙述方式和三句不离主旋律正确价值观的俗辣从哪里来的优越感哦？说回来这个故事远没有月球，地心引力来得精彩，时间是乏味的长，哭爹喊娘煽情无节制，演员也中规中矩，至于特效，不如去看2001太空漫游还比较飞,0
4,好像在宇宙里，什么爱情呀，岁月呀，时间呀，陪伴呀，都是很小的一部分。但是在小小的地球上，它们是我的全部。,1
5,没有爹味儿的科幻片太浪漫了,1
5,我居然这个号没给星际穿越打分，前几天又看了一遍，女性角色都很有魅力，爹这辈子学不会看到女性了,1
5,汉斯季莫请收下我的膝盖神配乐！ 后半部分看到目瞪口呆,1
5,很喜欢《星际穿越》。我觉得看《星际穿越》的大概可以分成两种人，一种是相信爱之神秘，一种是不相信，我碰巧属于前者。爱和写作，是这个世界最恒久存在的科幻。,1
5,有个<超时空接触>式的情感内核，却没有等量齐观的形上探讨。我对诺兰的期待本是<超体>那样的哲学高度。影片一始就猜到了幽灵的身份，但马修从五维空间回来寻女那一刻，还是止不住哭得稀里哗啦。相信爱、讲述爱，并不中二。中二的，恰是那些认为爱一无所用的人。PS：寂寞哥再次用宏大配乐轰得我浑身酥麻,1
5,看完流浪地球之后回来三刷，瞬间明白了之前一直觉得流浪地球差了的那点东西在哪，人类只是地球的居民，并不是地球的主宰，我们不能靠一己之力决定人类的方向，比如老博士，也不能靠盲目的信心和勇气，比如……真正能拯救我们自己的，是能够跨越时间空间的东西，比如，爱，诺兰真的是敢想，看完之后只剩一片虚无，太多复杂的感情加上配乐被推向高潮，反复刷好几遍之后对种种感情体会越发深刻,1
3,前面那么无聊直接把我看睡着了。也不是第一次被主流好莱坞催眠。后面那些物理名词不在我的知识范围，但也不要拿这种爱来搪塞我们文科生。中间触及的自救/他救、拯救人类的方案这些问题吊起一点胃口，但很快浅尝辄止无疾而终。有尿点无哭点，无论科学、情感还是电影语言本身，都叫不出好来。,0
5,根本没心思去上洗手间，憋了整整两个小时，字幕结束时尿意都要loading到90%了,1
5,跟所有看《星际穿越》睡着了的朋友说一句：你丫去看《小时代》吧。,1
5,神作，诺兰可不是那种乖导演。除了炫目的物理特效，人性的绝顶背叛，还有机器人是老教授留的精彩伏笔：一旦找到适合人类的居住地，就立即启动爆炸程序，不要回来，你们看懂了么？不过五维空间还是抄袭了四叠半。。,1
3,仅就电影本身论，非常一般。视听语言乏善可陈，世界观也不新鲜。,0
3,体验了D-BOX，太空部分感觉体验确实和观影视觉融合很好，但平时就只是个按摩椅。至于电影，我只想说：什么鬼？！和男主一样，太self-important了，脑洞越挖越大，填不平的时候就挖一个新的来填旧的，再加上片长，看完竟然有『终于编圆了』的感觉,0
3,这么高分，是因为看不懂又不好意思给低分么。可太虚伪和可笑了。,0
5,诺兰最富情感的作品，从科幻设定、人物设计到交叉剪辑无一不是老梗，但被拍出了质感。80分钟的高潮迭起，做足了张力。Zimmer的配乐极好，马修的表演至少为影片贡献了一颗星。,1
4,老片重映的时候记得删掉自己曾经的短评。,1
4,宇宙加长版大型亲子节目《疯狂的麦咭》，以物理答题、空间闯关、亲子互动为特色，主打差异化路线，不仅考验父亲的快速反应能力和体能，还反应团队配合默契程度。游戏关卡专为儿童设计，大人玩起来真心手拙。,1
5,如果你拿诺兰以前作品的套路作为预设立场 当然会觉得不如意 这是一部关于毁灭的电影 人 家庭 族群走向毁灭 全片充满了巨大的悲天悯人的情怀 他的格局大过诺兰之前所有作品 并得到出色的执行,1
3,“硬”科幻元素的确是没有起到精巧结构或主题创新的作用，即成为影片的真正驱动力。父女情感的处理太过一般，也不打动我。我不喜欢这部电影的结尾，虽然在情节上是完满的，但用父女情感的方式结束太偷懒。平行剪辑的段落太过巧合生硬了。,0
5,通常来说观众看不懂一部作品，会认为这是作者的问题，但诺兰的成就在于他让观众相信：你看不懂不是我的问题而是你的问题。,1
4,个人英雄主义和滥情之爱让这部对科幻的探索之旅大打折扣，有库布里克在先，诺兰的太空史诗透着一种廉价。,1
5,"来刷一星的脑残粉
气急败坏的样子真的丑陋",1
4,感受很复杂，以硬科幻的角度看有5分，以人文科幻的角度看3分。前一个小时非常好，就这样一直旅行下去，完全满足星际旅行病患者的需求，这片会被称为神作。可惜非要加入感人肺腑的家庭情节，进入黑洞以后剧情急转直下，怕观众看不懂什么都解释，就毁了。醒来问都没问句儿子，真寒心啊。,1
5,【电影之夜】时间只一幻觉，唯爱跨越时空。片末高维对低维的干涉震惊我心，以及近乎梦幻的空间站。跨越虫洞的历程简直像一场进入时空的历险，即便迷失方向，仍有最原始的爱引航，“爱一直都存在”。近3小时的长度，看完后脚踏实地油然而生一种安全感。感谢诺兰大大，贡献了场无比完美的关于时空与爱的宇宙冒险。,1
5,看完流烂地球2，回想起9年前的星际穿越，真的欠星际穿越一个好评,1
5,这是我看过最激动人心的科幻电影。抓紧时间去看，在剧透毁灭一切之前。,1
3,盗梦也是他导的吗，一样的boring。机器猫式时空穿越，引力世界就是背景做了个滤镜效果，太假，主角因为脑袋呈梨子形，气质又太硬汉，让人感觉不聪明，父女情沉闷俗套到昏睡，爱穿越时空的体现比楳图一雄差得远，唯一有点意思的是五维立体空间，像图片下载失败时的半截彩码。,0
5,"第一次经历电影院满场，结束后还有掌声。很多细节上对<2001太空漫游>的致敬都很感动，最重要的是看似很俗的主题其实很动人，""love never fails!""",1
3,物理学工作者表示科学相关的部分胡编乱造不能忍。建议Physicist不要再看这类科幻片了。三个星给萝莉和美女。,0
4,再执着的求生之念，也比不过父爱无敌。科幻片的外壳下包着一颗炙热的心，真·中二·诺兰老师，用169分钟诠释爱。片中荒芜地球，好像帝都未来。,1
2,又臭又长，雷同的桥段层出不穷，看来导演真的已经失去想象力了。,0
4,鉴于以后地球上就没有麦子了，明天早上我决定吃一个麦满分。,1
4,我哭了三小时还是觉得难看我可能太讨厌马修麦康纳了,1
5,怎么会有人建议诺兰来导三体呢？抛开灭绝、维度、冬眠之类雷同因素，他所抱的信念完全同刘慈欣不可调和。影片否定了Romilly那句“在宇宙中一切思想的出发点应该基于种群而非个体”，个体的意志与爱才是穿越一切的存在，是起点与最终的归结。而刘是个赤裸裸的宇宙法西斯论者，主张为人类的生存灭绝人性,1
5,既然[地心引力]我都给了四星那这个给五星好了……一贯的诺兰调，虽然我很不喜欢他走高概念以致让叙事变得恶俗。另外麦康纳黑还是蛮有演技的。这部片的问题跟刘慈欣的小说问题真的很像……另外我真要烦死Hans Zimmer的配乐了……,1
5,Do not go gentle into that good night……层层的技术外衣剥去后诺兰给我们讲的是一个关于爱与人性的故事，视觉技术服务于故事，瑰丽绚烂，却又不独占风头,1
5,这部近三个小时的电影，简直就是高中地理、有机化学和大学物理相对论的知识串讲。虽然那些烧脑级的数理化知识看不懂，但是能看懂影片中的爱也不错了。《星际穿越》中的雄心和智慧会令你目眩神迷。震撼人心的表演，难以忘怀的画面。一定得在IMAX银幕上观看！,1
5,这部集合了科幻，剧情，人性，亲情，爱情，萌物，甚至宗教等我喜欢元素的电影，其实就是一个很有诚意的回答： 为什么那么多人吃不饱饭，却要花费巨额金钱探索太空？#这么多年终于找到我的泪点在哪里——虫洞…#,1
5,虽然没看懂，但对自己的神经病和偏执更宽容了。因为很有可能是第五维度的自己在和自己沟通，我一直在听他的声音。,1
5,Grand Sound Mixing & Editing！完全被器宇轩昂、感人肺腑的配乐牵着鼻子走！汉斯·季默绩效过猛！世间万物，其实是平淡无味的。是人情世故赋予了大自然物质世界各种奇幻瑰丽的喜怒哀乐及生死离别。时间是残忍的，但绝非邪恶！是人类的情感在这张白纸上描绘了五颜六色，其中最鲜艳的自然是“爱”色。,1
5,爱是唯一可以穿越时间空间的东西 看的眼泪狂流 好壮阔 好恢弘 ,1
5,真是太！好！看！了！（因为上次被Gravity坑了，所以这次就算是诺兰导演也没敢抱太大希望……但是简直太惊喜了有木有！！（不咆哮一下都不能表达我的兴奋之情！（二刷IMAX请等着我！！,1
5,年度最佳,1
3,未达预期T^T……点子和音乐到了可是情绪和情节没有跟上。最大的感想是原来科幻小说里写了这么多年的东西还是有不少没拍出来啊。对科幻迷来说这剧最大的悬念完全就是个常规套路，一开头就知道是怎么回事了所以感觉揭晓得有点拖沓。,0
3,诺兰版爸爸去哪儿,0
3,棋下太大总归不好，关键你铺垫环节用的都还是没啥惊喜的二手“一流”场面戏。,0
4,爱是万能贴。,1
5,点进那些给星穿打一星的人的主页看 99%给流浪地球打5星?,1
5,感觉我还会看很多遍…,1
5,大银幕七刷，第一段cornfield chase旋律一响便激动得热泪盈眶，它提醒我的是曾经为电影感到惊奇的自己。毫无疑问这是目前生命中对我影响最为重大的电影，只那句“不要温和地走进那个良夜”便激励我度过无数黑夜。今天，在我感到疲惫不堪的时刻，它仍旧唤起我对宇宙的热爱。尽管会觉得有些单纯得可笑，但是是可爱的，且依然止不住地落泪。,1
5,"神作不解释！诺兰的电影到底好在哪？
我认为是对叙事结构的精巧设计。很多导演都会采用非线性叙事， 但毫无疑问诺兰是其中的佼佼者。配乐管风琴给复古质感的星际穿越增加了更多老味道。我查了一下，管风琴这种乐器居然诞生于公元前两百年，比钢琴早近两千年。我相信Zimmer给一部科幻片选择配器，不止是因为管风琴风管长得像太空船发动机，而是这个见证了人类文明崛起的乐器，倾注了对人类宿命的沉思。",1
5,美国人续《本杰明巴顿奇事》，对时空概念的又一新的理念！原来时间可以像图书馆的书籍一样整齐的叠放着，任你赏阅！爸爸回来了！！！,1
5,这是一部从大部分角度看，都会觉得无与伦比的影片！诺兰把前辈们的影响，揉进自己的电影中，同时创造出无限广阔的天地。如故事一样，影片本身也走到了前人从未触及到的境地。亲情与科技相互驱动，去实现故事和影片本身的使命，当今真的只有诺兰可以！,1
5,手滑五星，一部商业神作，看得内牛满面，时间洪流里再次看到个人渺小如蜉蝣，朝生暮死，浩瀚宇宙绚烂无垠，鸡皮疙瘩满身的内心震撼，来自天上一日地下一年的沧海桑田变幻，人类为了爱和活下去小强一般百折不挠的探索勇气，值得再去刷一次，仔细琢磨没懂的部分。IMAX画质音响满分，但中文字号太大。,1
2,当科幻片看吧，没有幻想深度；当剧情片看吧，没有场景戏剧性和人物性格深度。一部昂贵的烂片。看到Nolan不中用的这一面以后，回头再去看“Inception”，甚至“Memento”，都没有记忆中那么好了：因为你更容易注意到败笔了－以前“两可”的场景觉得是神来之笔；现在再看呢，故弄玄虚而已。。,0
5,震撼！！后悔没有在电影院看系列,1
5,男主爱女儿，更爱安妮海瑟薇XD,1
4,出海和归来是永恒的男性意象，在我心中，这依然是一个关于Be a man的故事。,1
4,快死了【又活过来了，然后改成了四星，别又把我打死啊【,1
5,若火生海面，相信你的心；尽管星辰陨落，以爱为生。,1
1,这部电影就值一个字：哦,0
3,7分太少，8分太多，7.5分吧。太婆妈了。也没有什么所谓的脑洞。就马特达蒙是唯一最真实的亮点。,0
5,看的纽约特别提前场。不剧透很难具体评测，剧情很好，前一个小时会感觉有一些迷糊，之后豁然开朗。imax效果很好。如果你很喜欢诺兰或者马修，你都会喜欢这部电影。,1
4,库布里克1分，考虑宇宙和文明尺度的问题，哲学视角更客观、抽象和可信，情感视角更主观、讨巧和扯淡；刘慈欣1分，三体中对四维空间无限细节的描写杀掉诺兰的立方书房，不过多维空间的视觉表现好像也没什么办法了；马修·麦康纳1分，演技到顶；诺兰1分，一年能进电影院的理由没有几个；巨幕1分。,1
5,1，想像一下三體電影版，2，硬科幻，概念其實都是最近十年二十年很流行的那些，量子啊，奇點啊，高維度啊，愛的能力（這個真的是科學面?）這些，但好的科幻電影，重點是能夠打開人們看世界的方式，這點電影做到了就算是非常好的科幻片了。不過我已不太受諾蘭的技法了，喜歡，感動，但不會碰第二次,1
4,整体而言，诺兰已经超越工匠了，或许现在可以称之为工程师，我的意思是说，你让他搞设计、做结构，甚至搞城区规划都没问题，但是让他搞精神文明建设，他还是会用最庸俗的方式。,1
3,1，从叙事啊结构啊节奏啊等方面看，无论寻找新星球还是父女重聚的故事，只能说讲得及格，亲情其实可以更动人。诺兰擅长讲故事的波澜壮阔，普通人的小事件和细节略显老套。2，若不明白五维空间是什么，在哪儿，怎么去怎么回的………就理解为主角去了趟阴间又回来了，本质上没太大区别，我认为这样不用解,0
3,又是两个小时多的电影……对我来说真的太长了，评分这么高，但没感觉哪里惊艳，和降临一个水平,0
5,诺兰最煽情的一部电影，动用了整个宇宙来煽情。最后 30 分钟突破了想象。最打动我的是出现了好几次的完全无声的状态，静到要哭。拍摄庞大飞船表面的镜头都是高潮。诺兰本来就是个凭借反转和悬念以及一些理科概念就可以征服人类的导演，近两部电影开始讲起了爱，竟也能讲得如此轰轰烈烈、肝肠寸断……,1
5,来自大名鼎鼎的：评分网站霸主、亡妻俱乐部VIP、米其林三星烧脑主厨、时间の傀儡师、电影胶片的守护者、“好莱坞最后一位作者导演”，英国编剧、导演兼制片人，克里斯托弗·爱德华·诺兰！,1
5,希望某部电影的粉丝放过其他科幻电影,1
5,情感冲击超越了视觉冲击，硬科幻中迸发的浓浓人情味让人回味无穷，诺兰在科幻类型片中发现了全新的情感出口。,1
5,坐地等技术评。安妮海瑟薇泪光闪烁的那段台词，无论是在哪个层面上的境界都让人跪地不起。//平行剪辑的两段都有点笨拙。,1
5,唯一遗憾的是，结尾不是女儿扒拉开书架发现了苍蝇大小的父亲，最后父女抱头痛哭，这和我想得不一样呢！,1
3,我不会说看不懂，我就是觉得差,0
5,就像克莱因瓶一样，出发的时间和空间，终究回到最开始的地方。阻止我的，帮助我的，其实一直都是我自己。诺兰很好的用视觉的方式呈现了，什么是虫洞，什么是黑洞。当男主穿越黑洞，发现自己在书柜后面的时候，我突然懂得了时间的浪漫，无意义的浪漫。从五维看三维的浪漫，可能就犹如我们看蚂蚁巢穴的感受，我们从上帝视角往下俯视，蚂蚁不懂是什么移动了食物，什么移动了泥土，它们以为或是地震或是异象，却无法反抗。而我们，神游其中，怡然自得。穿越黑洞的意义是什么？跨越时间的意义又是什么？如果我们追求的一直都是我们想要的呢？First Hand Shake是我从遥远的维度传递给你的爱。我的一周时间，是蛾子的一生，它感受世界的方式，和我的不同。又如果，我就是那个蛾子呢？,1
4,9.4。$15。前面铺垫好长看得极困。杰西卡演得抓人，特别是和飞船通话那段。安妮一般。打酱油的马特神烦，抱一起扭打场景好难看。阿弗莱克家的人连背影都很像。以为去了黑洞不会有反派没想到直接反转。70mm宽屏享受，音效震撼，画面绝美，值得一看。机器人走起来好萌。这个时代人眼里的“2001“。,1
1,一群人自作聪明，他们到哪里都要说星际穿越牛逼，还说觉得星际穿越不好看的都是智商低，只要有人敢说不，他们就急得不得了，真是大孝子，我偏要打一星,0
